theta,phi,weights
90.0,0.0,0.00012233799034917634
90.0,180.0,0.00012233799034917634
90.0,90.0,0.00012233799034917634
90.0,-90.0,0.00012233799034917634
0.0,90.0,0.00012233799034917634
180.0,90.0,0.00012233799034917634
45.00000000000001,90.0,0.00239713728614583
135.0,90.0,0.00239713728614583
45.00000000000001,-90.0,0.00239713728614583
135.0,-90.0,0.00239713728614583
45.00000000000001,0.0,0.00239713728614583
135.0,0.0,0.00239713728614583
45.00000000000001,180.0,0.00239713728614583
135.0,180.0,0.00239713728614583
90.0,45.0,0.00239713728614583
90.0,-45.0,0.00239713728614583
90.0,135.0,0.00239713728614583
90.0,-135.0,0.00239713728614583
54.735610317245346,45.0,0.0023889418824300504
125.26438968275465,45.0,0.0023889418824300504
54.735610317245346,-45.0,0.0023889418824300504
125.26438968275465,-45.0,0.0023889418824300504
54.735610317245346,135.0,0.0023889418824300504
125.26438968275465,135.0,0.0023889418824300504
54.735610317245346,-135.0,0.0023889418824300504
125.26438968275465,-135.0,0.0023889418824300504
0.958094196691457,45.00000000000001,0.0004934090594513172
179.04190580330857,45.00000000000001,0.0004934090594513172
0.958094196691457,-45.00000000000001,0.0004934090594513172
179.04190580330857,-45.00000000000001,0.0004934090594513172
0.958094196691457,135.0,0.0004934090594513172
179.04190580330857,135.0,0.0004934090594513172
0.958094196691457,-135.0,0.0004934090594513172
179.04190580330857,-135.0,0.0004934090594513172
89.32254088367723,89.32249352282004,0.0004934090594513172
89.32254088367723,-89.32249352282004,0.0004934090594513172
90.67745911632278,89.32249352282004,0.0004934090594513172
90.67745911632278,-89.32249352282004,0.0004934090594513172
89.32254088367723,90.67750647717996,0.0004934090594513172
89.32254088367723,-90.67750647717996,0.0004934090594513172
90.67745911632278,90.67750647717996,0.0004934090594513172
90.67745911632278,-90.67750647717996,0.0004934090594513172
89.32254088367723,0.677506477180098,0.0004934090594513172
89.32254088367723,179.3224935228199,0.0004934090594513172
90.67745911632278,0.677506477180098,0.0004934090594513172
90.67745911632278,179.3224935228199,0.0004934090594513172
89.32254088367723,-0.677506477180098,0.0004934090594513172
89.32254088367723,-179.3224935228199,0.0004934090594513172
90.67745911632278,-0.677506477180098,0.0004934090594513172
90.67745911632278,-179.3224935228199,0.0004934090594513172
2.48198537907764,45.0,0.0008379137132360359
177.51801462092237,45.0,0.0008379137132360359
2.48198537907764,-45.0,0.0008379137132360359
177.51801462092237,-45.0,0.0008379137132360359
2.48198537907764,135.0,0.0008379137132360359
177.51801462092237,135.0,0.0008379137132360359
2.48198537907764,-135.0,0.0008379137132360359
177.51801462092237,-135.0,0.0008379137132360359
88.24524584330914,88.2444223136377,0.0008379137132360359
88.24524584330914,-88.2444223136377,0.0008379137132360359
91.75475415669086,88.2444223136377,0.0008379137132360359
91.75475415669086,-88.2444223136377,0.0008379137132360359
88.24524584330914,91.75557768636232,0.0008379137132360359
88.24524584330914,-91.75557768636232,0.0008379137132360359
91.75475415669086,91.75557768636232,0.0008379137132360359
91.75475415669086,-91.75557768636232,0.0008379137132360359
88.24524584330914,1.755577686362154,0.0008379137132360359
88.24524584330914,178.24442231363784,0.0008379137132360359
91.75475415669086,1.755577686362154,0.0008379137132360359
91.75475415669086,178.24442231363784,0.0008379137132360359
88.24524584330914,-1.755577686362154,0.0008379137132360359
88.24524584330914,-178.24442231363784,0.0008379137132360359
91.75475415669086,-1.755577686362154,0.0008379137132360359
91.75475415669086,-178.24442231363784,0.0008379137132360359
4.322750257582868,45.00000000000001,0.0011144977520276128
175.67724974241713,45.00000000000001,0.0011144977520276128
4.322750257582868,-45.00000000000001,0.0011144977520276128
175.67724974241713,-45.00000000000001,0.0011144977520276128
4.322750257582868,135.0,0.0011144977520276128
175.67724974241713,135.0,0.0011144977520276128
4.322750257582868,-135.0,0.0011144977520276128
175.67724974241713,-135.0,0.0011144977520276128
86.94480532738302,86.94045252459122,0.0011144977520276128
86.94480532738302,-86.94045252459122,0.0011144977520276128
93.05519467261698,86.94045252459122,0.0011144977520276128
93.05519467261698,-86.94045252459122,0.0011144977520276128
86.94480532738302,93.05954747540878,0.0011144977520276128
86.94480532738302,-93.05954747540878,0.0011144977520276128
93.05519467261698,93.05954747540878,0.0011144977520276128
93.05519467261698,-93.05954747540878,0.0011144977520276128
86.94480532738302,3.059547475408774,0.0011144977520276128
86.94480532738302,176.94045252459125,0.0011144977520276128
93.05519467261698,3.059547475408774,0.0011144977520276128
93.05519467261698,176.94045252459125,0.0011144977520276128
86.94480532738302,-3.059547475408774,0.0011144977520276128
86.94480532738302,-176.94045252459125,0.0011144977520276128
93.05519467261698,-3.059547475408774,0.0011144977520276128
